SaleID,price
149037,1231.4364433185744
149038,1854.6766400836468
149039,8870.994071523906
149040,1222.5416392539228
149041,2042.7985779733503
149042,983.8415044909821
149043,493.26012771186885
149044,3349.5104403366363
149045,13016.942209374072
149046,550.0250075980387
149047,619.7740032009847
149048,2618.029905477416
149049,5561.4220655874815
149050,7870.284693983533
149051,2123.7504107596274
149052,313.7631749658593
149053,1845.7839406647443
149054,8153.176915662943
149055,6668.372921969654
149056,626.709379833284
149057,23902.590527031036
149058,7383.303716104929
149059,2023.6543596748693
149060,1559.9400688158298
149061,628.7949174022834
149062,8279.938693250893
149063,582.6504168455014
149064,12589.904370523018
149065,4503.018181218811
149066,7803.004841295309
149067,18123.61492080691
149068,13294.692973669966
149069,626.883588594628
149070,14043.567421604477
149071,902.4900662639241
149072,1829.799082879385
149073,14935.875025972633
149074,6173.951166202672
149075,1354.3187162936906
149076,351.22262952408437
149077,531.8641219549577
149078,24896.59329148819
149079,450.9590275817285
149080,7522.144334969895
149081,18690.654863703698
149082,668.0875860360054
149083,16301.859222841553
149084,16537.955980417308
149085,2087.490077220288
149086,3171.970568277372
149087,898.1779422677814
149088,4402.338831638685
149089,2810.367056714547
149090,321.27517754762084
149091,13882.631233205491
149092,10222.48612510159
149093,8314.038927089594
149094,3270.394065617914
149095,1415.7267681952933
149096,5193.47453227515
149097,8052.039460409281
149098,1256.1189278472275
149099,5103.9190349925775
149100,9102.64729334682
149101,1364.6844078794018
149102,1945.0991266730264
149103,507.6300626799341
149104,9916.242135990351
149105,214.8458827895704
149106,18464.27458939315
149107,8705.155247255827
149108,461.39819935786693
149109,5797.176570873194
149110,18458.10357565806
149111,4461.342969343426
149112,15666.322545766005
149113,3468.46219644139
149114,540.9736459544736
149115,370.3541598857649
149116,2885.873367254904
149117,3589.0779513143684
149118,2166.2684708443753
149119,4140.283694325868
149120,425.16289841946764
149121,1442.8243752158767
149122,1998.1381519853712
149123,6809.175955106982
149124,3265.3087229981993
149125,2661.349855949247
149126,39682.2931516182
149127,2799.367179229695
149128,270.1729745422018
149129,1734.0356925108808
149130,17822.71515056069
149131,7120.82932420691
149132,5687.199977749482
149133,2275.39362119361
149134,1232.7182282349618
149135,398.1224816289911
149136,20559.933116792665
149137,22296.77022836105
149138,8169.056974629268
149139,1798.6859538022318
149140,10256.780444429098
149141,5615.476263086604
149142,3494.5975771862963
149143,9292.92877645685
149144,1599.8108912205691
149145,15085.055399296063
149146,8375.649276091195
149147,1207.918906880268
149148,1597.2109208017441
149149,1832.8268241682904
149150,540.4214130315842
149151,2431.938415847486
149152,1347.3449541825564
149153,13023.210405382311
149154,16578.99029520724
149155,69039.03743826596
149156,243.81913645756254
149157,3375.204687912051
149158,2740.665057099242
149159,707.3389146720774
149160,2249.7067698574297
149161,54045.06063476347
149162,753.8129393214565
149163,3275.6130750756383
149164,15291.441787287742
149165,1718.9039676319367
149166,5642.778846674374
149167,3934.123850009618
149168,2979.9328709526194
149169,1239.7169710022658
149170,2856.804088190902
149171,1173.0562492174092
149172,2821.4755010657145
149173,3725.5083638724977
149174,1146.0303145162522
149175,9902.012096773042
149176,6569.366361599615
149177,2469.5078418819894
149178,1263.2921870208384
149179,5230.19138500775
149180,8143.97516623386
149181,1214.8650027579547
149182,5930.848307896846
149183,2487.906021518612
149184,4365.460033887227
149185,2544.324806185823
149186,256.9475669701146
149187,10740.005016605719
149188,4943.541868646496
149189,680.6649944772062
149190,472.865400500223
149191,7925.938208863363
149192,3069.657263885634
149193,16046.661535466836
149194,8652.206485441891
149195,10735.502912721262
