SaleID,price
200000,1201.467922950776
200001,1905.0339742742228
200002,8502.220647730594
200003,1273.5569767126935
200004,1975.8865363226046
200005,1132.720417422987
200006,496.3537927720229
200007,3169.170431476559
200008,13402.095688464668
200009,538.8266283145621
200010,637.3507935146587
200011,2543.070521502489
200012,5728.806010895748
200013,7897.279241508056
200014,1658.2089304230115
200015,261.18871065753433
200016,1705.50743027373
200017,8097.260777286505
200018,6506.965011105229
200019,637.2076604260311
200020,24648.91460505164
200021,7449.912033776029
200022,1976.3709399056268
200023,1667.6814459830387
200024,630.0823749581264
200025,8094.5198736781485
200026,404.22690376697875
200027,12364.157911510933
200028,4291.897123644776
200029,7852.742793659676
200030,18235.102105759877
200031,14482.187228248305
200032,624.866511889298
200033,14096.816076675324
200034,777.5817066547181
200035,1835.6942228544194
200036,15084.28607802383
200037,6188.720223698757
200038,1362.5492606618054
200039,323.1608782185242
200040,525.4597523745019
200041,26215.11502426056
200042,407.823033609298
200043,7440.790743065752
200044,17849.889694147794
200045,668.5803579435047
200046,16037.191191785289
200047,17291.416902767065
200048,2052.49256245979
200049,3068.886539746911
200050,855.3338483260746
200051,4270.506153883271
200052,2894.3153505415394
200053,341.08305694391765
200054,13745.41177318005
200055,10208.602664405507
200056,8971.050301064144
200057,3343.434555164396
200058,1387.8449108633465
200059,5196.862278310079
200060,8045.593554615427
200061,1149.580120375524
200062,5292.182137615576
200063,8662.448200667564
200064,1378.1387811789382
200065,1897.543688686477
200066,499.1740775854421
200067,9824.122219485862
200068,165.45330694545962
200069,17696.266002939217
200070,8873.321884826999
200071,383.01260207970785
200072,6231.75061237521
200073,18918.051041950013
200074,4596.49121590621
200075,17815.72037723646
200076,3112.585317048368
200077,383.36973399681335
200078,310.4474544337793
200079,2796.903516437332
200080,3439.982950354057
200081,2115.95229505237
200082,4000.272023035813
200083,463.70786390177886
200084,1488.8365646697516
200085,1820.0766041837123
200086,7036.243429116045
200087,3196.6612898898434
200088,2628.0199403786387
200089,41825.93676515905
200090,2756.939097224505
200091,258.0042689177983
200092,1487.2838670298806
200093,17722.6677745833
200094,6923.523440506004
200095,5727.972050743011
200096,2116.737427882585
200097,1152.2950685104472
200098,340.0177796175043
200099,19760.532138991526
200100,21917.68624144079
200101,7706.355391020043
200102,1867.7422773432895
200103,10267.961788535782
200104,5599.054536368774
200105,3638.393919147953
200106,9053.021197280463
200107,1546.688563143383
200108,14601.774392170904
200109,8740.752421194715
200110,1253.058503373796
200111,1718.692101188834
200112,1724.2827550092088
200113,565.7079634552152
200114,2607.810834171898
200115,1260.2826482816151
200116,13336.435511121881
200117,17078.125562541103
200118,67645.27529467831
200119,158.88363080985724
200120,3292.177417797549
200121,2495.950954571678
200122,706.5784848354355
200123,2345.444052405678
200124,54136.48129963808
200125,807.0951792488445
200126,3330.8549340861287
200127,15893.499935615968
200128,1632.7038540648116
200129,5717.233946202787
200130,3766.3612997204864
200131,2903.2241209135923
200132,1231.02181187938
200133,2929.139742181666
200134,1210.6724388925613
200135,2972.4247223111647
200136,3587.557797412944
200137,936.4874535597203
200138,10334.627585817547
200139,6231.39341455989
200140,2508.0579464221883
200141,1269.7531573559538
200142,5556.859027724197
200143,7784.6577005217205
200144,1212.9435771612902
200145,6279.94985913641
200146,2483.997700236179
200147,4322.91322980163
200148,2668.0224875628187
200149,224.57780801711922
200150,11114.902292025416
200151,5102.153658058364
200152,821.5443452613774
200153,490.41744745441684
200154,7944.421610212718
200155,2897.6890564649734
200156,16111.928601167056
200157,8242.155947118232
200158,10769.33156480552
200159,10.0
200160,6692.910259739488
200161,7190.144721865525
200162,6596.806511705868
200163,721.0135896264909
200164,16857.38164034147
200165,15854.977760084894
200166,24090.57773843896
200167,3360.406367207993
200168,39429.777953526966
200169,848.9060434529847
